session_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration_sec,command_sequence,device_fingerprint,failed_auth_attempts,label,anomaly_type,_geo_km_per_hr
e71a2f7c3877,svc_c0fa647c,service_account,2026-06-17 19:40:15.349586,3.44.44.245,Mumbai_IN,"resource_009,resource_077",certificate,26,"write,list",svc-node-532e46,0,normal,none,
98477ac830af,dev_09c9cb1b,edge_device,2026-06-17 19:41:07.767665,76.147.141.92,Delhi_IN,resource_021,certificate,168,"download,download,upload,download,config_change",fw1.8-5e0b0e,0,normal,none,
8b79f6f04e15,dev_1428c6b5,edge_device,2026-06-17 19:41:31.957845,66.186.26.2,Sydney_AU,"resource_084,resource_068",token,177,"read,delete,upload,config_change",fw1.8-52b13f,0,normal,none,
5086a45b1137,svc_8e47b6dc,service_account,2026-06-17 19:47:14.581116,215.56.144.158,Moscow_RU,resource_120,certificate,163,"read,upload,config_change,config_change",svc-node-59419d,0,normal,none,
ab06c2007317,svc_c0fa647c,service_account,2026-06-17 19:55:47.439459,132.78.35.172,Mumbai_IN,resource_077,certificate,120,"write,delete,exec",svc-node-532e46,0,normal,none,
80829913871f,dev_1428c6b5,edge_device,2026-06-17 20:01:34.962174,147.161.205.216,Sydney_AU,"resource_104,resource_068",token,287,"list,read,write,config_change,upload",fw1.8-52b13f,0,normal,none,
8a8d87034e93,dev_09c9cb1b,edge_device,2026-06-17 20:06:16.517905,25.170.0.65,Delhi_IN,resource_021,certificate,288,"read,delete",fw1.8-5e0b0e,0,normal,none,
37b7d6d27e07,dev_09c9cb1b,edge_device,2026-06-17 20:06:21.818755,187.243.71.219,Delhi_IN,resource_021,certificate,362,"download,exec,upload,delete,delete,list",fw1.8-5e0b0e,0,normal,none,
112ff6000d55,svc_c0fa647c,service_account,2026-06-17 20:13:12.867066,58.38.193.194,Mumbai_IN,"resource_009,resource_077",certificate,153,"read,read,write",svc-node-532e46,0,normal,none,
5f3cc9951735,dev_1428c6b5,edge_device,2026-06-17 20:14:37.862916,26.127.141.220,Sydney_AU,"resource_068,resource_084",token,298,"exec,exec,write",fw1.8-52b13f,0,normal,none,
83e5a93292c9,dev_1428c6b5,edge_device,2026-06-17 20:15:40.428957,34.126.133.248,Sydney_AU,resource_068,token,591,"delete,download,download,list,config_change,upload",fw1.8-52b13f,0,normal,none,
3ff756db2472,dev_1428c6b5,edge_device,2026-06-17 20:20:36.858079,218.86.179.228,Sydney_AU,resource_068,token,181,"download,read",fw1.8-52b13f,0,normal,none,
8245a54041aa,dev_5db0d72f,edge_device,2026-06-17 20:22:36.358963,137.12.168.219,NewYork_US,resource_113,token,337,"delete,list,write,delete",fw3.0-00192e,0,normal,none,
f03cac480659,dev_09c9cb1b,edge_device,2026-06-17 20:23:27.528435,159.70.37.34,Delhi_IN,resource_021,certificate,324,"upload,list,config_change,delete,delete,download",fw1.8-5e0b0e,0,normal,none,
1f157970592c,svc_c0fa647c,service_account,2026-06-17 20:24:51.868055,128.76.112.248,Mumbai_IN,resource_077,certificate,243,"delete,exec,config_change,download,download,download",svc-node-532e46,0,normal,none,
062206cb4c47,dev_09c9cb1b,edge_device,2026-06-17 20:25:21.097909,154.157.248.36,Delhi_IN,"resource_021,resource_095",certificate,614,"config_change,read,download,read",fw1.8-5e0b0e,0,normal,none,
5e0400b5f528,dev_1428c6b5,edge_device,2026-06-17 20:27:44.510426,107.139.86.3,Sydney_AU,"resource_068,resource_104",token,530,"read,read,config_change,config_change,download",fw1.8-52b13f,0,normal,none,
6e595756a6ca,dev_1428c6b5,edge_device,2026-06-17 20:28:18.036909,113.42.61.130,Sydney_AU,"resource_104,resource_084",token,215,"config_change,download,config_change,config_change,upload,upload",fw1.8-52b13f,0,normal,none,
6f9d5558ed16,dev_1428c6b5,edge_device,2026-06-17 20:28:48.541990,129.231.48.242,Sydney_AU,"resource_084,resource_104,resource_068",token,200,"list,upload,read",fw1.8-52b13f,0,normal,none,
213f54268ded,dev_1428c6b5,edge_device,2026-06-17 20:29:25.767773,90.206.122.129,Sydney_AU,"resource_068,resource_084,resource_104",token,388,"list,read",fw1.8-52b13f,0,normal,none,
f83bef7fd121,svc_c0fa647c,service_account,2026-06-17 20:32:05.060775,134.4.13.149,Mumbai_IN,resource_009,certificate,514,"upload,read,download,exec,write",svc-node-532e46,0,normal,none,
e31badfb28eb,dev_09c9cb1b,edge_device,2026-06-17 20:36:48.076298,99.75.214.94,Delhi_IN,resource_021,certificate,439,"read,config_change,download,upload,delete",fw1.8-5e0b0e,0,normal,none,
dbcd2f4fd769,dev_09c9cb1b,edge_device,2026-06-17 20:38:31.680795,140.125.1.53,Delhi_IN,resource_095,certificate,367,"download,read,list,list",fw1.8-5e0b0e,0,normal,none,
a5c703b1e295,dev_1428c6b5,edge_device,2026-06-17 20:39:38.647393,113.17.120.198,Sydney_AU,"resource_084,resource_104",token,358,"write,list,config_change,exec,exec,config_change",fw1.8-52b13f,0,normal,none,
27ee1d2c27c0,dev_1428c6b5,edge_device,2026-06-17 20:40:48.490830,193.21.220.37,Sydney_AU,resource_068,token,215,"write,delete,read,upload,read,delete",fw1.8-52b13f,0,normal,none,
809b3b13a9e5,dev_ab5f9888,edge_device,2026-06-17 20:41:20.429738,120.31.63.154,Frankfurt_DE,resource_048,certificate,217,"delete,exec,download",fw2.1-0f40d7,0,normal,none,
6642d2069020,dev_1428c6b5,edge_device,2026-06-17 20:42:27.072990,223.238.188.193,Sydney_AU,resource_068,token,230,"write,read,download,write,list,read",fw1.8-52b13f,0,normal,none,
1dce97083d84,dev_ab5f9888,edge_device,2026-06-17 20:49:07.225461,133.189.12.217,Frankfurt_DE,resource_048,certificate,280,"write,list,config_change,download,delete",fw2.1-0f40d7,0,normal,none,
d9148de21b75,dev_ab5f9888,edge_device,2026-06-17 20:53:38.127647,29.25.86.199,Frankfurt_DE,resource_048,certificate,299,"list,download,config_change,list,read,config_change",fw2.1-0f40d7,0,normal,none,
2e38c53fe305,dev_1428c6b5,edge_device,2026-06-17 20:58:30.218338,134.0.226.13,Sydney_AU,"resource_104,resource_084,resource_068",token,319,"write,read",fw1.8-52b13f,0,normal,none,
9f2b4889b725,dev_1428c6b5,edge_device,2026-06-17 21:03:13.128153,74.80.94.59,Sydney_AU,"resource_068,resource_104",token,368,"delete,read,config_change,config_change",fw1.8-52b13f,0,normal,none,
28e2852e9b4e,dev_09c9cb1b,edge_device,2026-06-17 21:05:32.999296,203.106.46.88,Delhi_IN,resource_095,certificate,353,"config_change,list,upload,download,read",fw1.8-5e0b0e,0,normal,none,
f617a11425cd,svc_c0fa647c,service_account,2026-06-17 21:10:23.258072,114.77.119.195,Mumbai_IN,resource_077,certificate,498,"config_change,download,delete,config_change,config_change",svc-node-532e46,0,normal,none,
60160ed9c0cc,dev_ab5f9888,edge_device,2026-06-17 21:11:57.546560,50.138.138.6,Frankfurt_DE,resource_048,certificate,405,"download,list,delete,config_change,delete,config_change",fw2.1-0f40d7,0,normal,none,
11327e4c651f,dev_1428c6b5,edge_device,2026-06-17 21:15:02.144519,58.106.150.182,Sydney_AU,"resource_068,resource_104,resource_084",token,317,"download,exec,config_change",fw1.8-52b13f,0,normal,none,
0bb886ab3b87,svc_c0fa647c,service_account,2026-06-17 21:32:54.652605,110.212.44.48,Mumbai_IN,resource_009,certificate,171,"write,upload,read,read,read",svc-node-532e46,0,normal,none,
f311f67af9e1,dev_5db0d72f,edge_device,2026-06-17 21:34:04.992366,65.77.232.212,NewYork_US,resource_113,token,407,"delete,exec,read,delete,upload",fw3.0-00192e,0,normal,none,
073b7518cc46,dev_09c9cb1b,edge_device,2026-06-17 21:45:22.031931,57.0.190.180,Delhi_IN,resource_095,certificate,370,"delete,read,download,delete,read,delete",fw1.8-5e0b0e,0,normal,none,
aae69286a7c0,dev_1428c6b5,edge_device,2026-06-17 21:46:14.479652,213.230.13.134,Sydney_AU,"resource_084,resource_104,resource_068",token,289,"exec,config_change,read",fw1.8-52b13f,0,normal,none,
db506b9d09bc,svc_c0fa647c,service_account,2026-06-17 21:48:39.217777,159.25.35.149,Mumbai_IN,"resource_077,resource_009",certificate,289,"download,list,list,write,upload",svc-node-532e46,0,normal,none,
b1426cdcc119,dev_ab5f9888,edge_device,2026-06-17 21:53:35.057592,25.57.114.112,Frankfurt_DE,resource_048,certificate,139,"exec,config_change,exec,download,delete,list",fw2.1-0f40d7,0,normal,none,
5b9d21dfd4e5,svc_c0fa647c,service_account,2026-06-17 22:01:29.049312,63.239.171.154,Mumbai_IN,resource_077,certificate,318,"upload,delete",svc-node-532e46,0,normal,none,
c1534dec6b18,dev_5db0d72f,edge_device,2026-06-17 22:09:01.416117,95.12.207.206,NewYork_US,resource_113,token,275,"config_change,write",fw3.0-00192e,0,normal,none,
aa7b69942761,dev_5db0d72f,edge_device,2026-06-17 22:21:54.171512,137.75.237.59,NewYork_US,resource_113,token,93,"upload,read,upload,list",fw3.0-00192e,0,normal,none,
bc5edd43d8d5,dev_09c9cb1b,edge_device,2026-06-17 22:24:55.572690,62.180.96.188,Delhi_IN,resource_095,certificate,457,"upload,delete,list,exec,delete",fw1.8-5e0b0e,0,normal,none,
2763b3d42363,dev_ab5f9888,edge_device,2026-06-17 22:31:08.076290,16.241.223.133,Frankfurt_DE,resource_048,certificate,160,"upload,list,upload,exec",fw2.1-0f40d7,0,normal,none,
355bdd327e08,dev_ab5f9888,edge_device,2026-06-17 22:35:28.995824,32.35.111.212,Frankfurt_DE,resource_048,certificate,509,"upload,config_change,read,upload,upload,write",fw2.1-0f40d7,0,normal,none,
7b8ae4970205,dev_ab5f9888,edge_device,2026-06-17 22:46:19.044365,214.76.230.180,Frankfurt_DE,resource_048,certificate,275,"write,exec,upload,read",fw2.1-0f40d7,0,normal,none,
f718e7988425,dev_1428c6b5,edge_device,2026-06-17 22:46:35.227420,79.25.128.25,Sydney_AU,"resource_104,resource_084,resource_068",token,234,"config_change,exec",fw1.8-52b13f,0,normal,none,
473cfe42c1d8,svc_c0fa647c,service_account,2026-06-17 22:53:19.148585,73.244.129.23,Mumbai_IN,resource_077,certificate,118,"upload,download,config_change",svc-node-532e46,0,normal,none,
7f090c90c51c,dev_09c9cb1b,edge_device,2026-06-17 22:55:33.241422,213.79.36.147,Delhi_IN,resource_021,certificate,339,"upload,config_change,write,exec,read",fw1.8-5e0b0e,0,normal,none,
f90ff82e4a3a,dev_ab5f9888,edge_device,2026-06-17 22:57:29.688652,213.26.207.69,Frankfurt_DE,resource_048,certificate,151,"list,exec,download,download,exec,download",fw2.1-0f40d7,0,normal,none,
1ebe707d0faf,dev_09c9cb1b,edge_device,2026-06-17 23:15:04.532187,197.8.189.153,Delhi_IN,"resource_021,resource_095",certificate,328,"list,upload,delete,exec",fw1.8-5e0b0e,0,normal,none,
b9cb5aaba694,svc_c0fa647c,service_account,2026-06-17 23:16:34.818984,109.204.236.6,Mumbai_IN,"resource_077,resource_009",certificate,477,"list,exec",svc-node-532e46,0,normal,none,
03de164fb71a,dev_1428c6b5,edge_device,2026-06-17 23:27:34.607845,77.189.246.215,Sydney_AU,resource_104,token,312,"exec,read",fw1.8-52b13f,0,normal,none,
73b03a7d2eb9,svc_c0fa647c,service_account,2026-06-17 23:29:27.813661,201.12.109.236,Mumbai_IN,resource_009,certificate,288,"exec,write,upload,delete",svc-node-532e46,0,normal,none,
bdef37b65e51,dev_ab5f9888,edge_device,2026-06-17 23:34:32.679414,219.181.113.129,Frankfurt_DE,resource_048,certificate,474,"exec,config_change,list,read,delete",fw2.1-0f40d7,0,normal,none,
275f0cff9aa6,dev_09c9cb1b,edge_device,2026-06-17 23:38:55.430593,4.153.161.186,Delhi_IN,resource_095,certificate,118,"upload,delete,upload",fw1.8-5e0b0e,0,normal,none,
6463aa119ec0,dev_1428c6b5,edge_device,2026-06-17 23:41:15.417916,130.220.118.43,Sydney_AU,"resource_068,resource_084,resource_104",token,159,"list,download,list,list,write,upload",fw1.8-52b13f,0,normal,none,
119298ee7ea7,dev_5db0d72f,edge_device,2026-06-17 23:50:25.121440,115.250.184.140,NewYork_US,resource_113,token,109,"write,download,config_change,config_change,write,read",fw3.0-00192e,0,normal,none,
6c5c55d722ea,dev_ab5f9888,edge_device,2026-06-17 23:58:21.044756,33.90.7.171,Frankfurt_DE,resource_048,certificate,380,"delete,list,list,read,download,config_change",fw2.1-0f40d7,0,normal,none,
7617807b9c0e,dev_5db0d72f,edge_device,2026-06-17 23:59:24.000000,103.51.24.85,NewYork_US,resource_113,token,435,"config_change,write",fw3.0-00192e,0,normal,none,
32e9de59ca59,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,47.80.122.31,Frankfurt_DE,resource_048,certificate,355,"list,write,read,download,write,exec",fw2.1-0f40d7,0,normal,none,
78221647e57d,dev_5db0d72f,edge_device,2026-06-17 23:59:24.000000,42.237.149.15,NewYork_US,resource_113,token,303,"download,config_change,upload,read,config_change,exec",fw3.0-00192e,0,normal,none,
ff9d17c2c71c,dev_5db0d72f,edge_device,2026-06-17 23:59:24.000000,15.51.111.218,NewYork_US,resource_113,token,226,"upload,write",fw3.0-00192e,0,normal,none,
3ba08cf8201f,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,121.191.232.162,Frankfurt_DE,resource_048,certificate,270,"write,download,config_change",fw2.1-0f40d7,0,normal,none,
4ff919ded75a,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,107.215.227.241,Frankfurt_DE,resource_048,certificate,288,"config_change,list,write",fw2.1-0f40d7,0,normal,none,
b28cf70066b9,dev_5db0d72f,edge_device,2026-06-17 23:59:24.000000,85.74.218.187,NewYork_US,resource_113,token,366,"read,write",fw3.0-00192e,0,normal,none,
a1adc013771a,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,90.130.77.89,Frankfurt_DE,resource_048,certificate,401,"read,config_change",fw2.1-0f40d7,0,normal,none,
41076399612c,dev_5db0d72f,edge_device,2026-06-17 23:59:24.000000,151.241.49.206,NewYork_US,resource_113,token,514,"delete,write,config_change,delete",fw3.0-00192e,0,normal,none,
d7c0f1e2a5f5,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,184.174.92.20,Frankfurt_DE,resource_048,certificate,185,"read,exec,delete,read,config_change,exec",fw2.1-0f40d7,0,normal,none,
d94dd08fd2f2,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,111.160.43.145,Sydney_AU,"resource_084,resource_068",token,195,"upload,write,exec",fw1.8-52b13f,0,normal,none,
0977f61af7f7,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,52.39.100.159,Sydney_AU,"resource_068,resource_084,resource_104",token,335,"delete,list,list,upload,read",fw1.8-52b13f,0,normal,none,
af96da82067c,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,171.69.146.88,Frankfurt_DE,resource_048,certificate,276,"config_change,download",fw2.1-0f40d7,0,normal,none,
794047e628fb,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,213.191.76.105,Sydney_AU,"resource_084,resource_104",token,298,"list,config_change,delete,exec",fw1.8-52b13f,0,normal,none,
21bce6e51a6a,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,59.119.7.2,Sydney_AU,"resource_084,resource_068,resource_104",token,301,"list,write,exec,exec,read",fw1.8-52b13f,0,normal,none,
8ee5b7bd8462,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,166.26.190.219,Sydney_AU,"resource_068,resource_084,resource_104",token,202,"delete,delete,read",fw1.8-52b13f,0,normal,none,
2348bfc701af,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,127.136.250.160,Sydney_AU,resource_084,token,142,"exec,exec,delete,upload,write",fw1.8-52b13f,0,normal,none,
be3b112f661d,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,58.15.0.243,Sydney_AU,resource_084,token,497,"download,delete,download,write",fw1.8-52b13f,0,normal,none,
5c6c4dd6b00e,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,189.60.202.150,Sydney_AU,"resource_104,resource_068,resource_084",token,378,"download,write,config_change,delete,list",fw1.8-52b13f,0,normal,none,
fc9ddaa621e8,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,42.203.243.153,Sydney_AU,"resource_084,resource_068,resource_104",token,358,"upload,write,delete,read",fw1.8-52b13f,0,normal,none,
f62c1ec153a5,dev_09c9cb1b,edge_device,2026-06-17 23:59:24.000000,125.200.93.219,Delhi_IN,"resource_095,resource_021",certificate,333,"exec,delete,config_change",fw1.8-5e0b0e,0,normal,none,
86c27393475b,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,105.71.76.160,Sydney_AU,"resource_104,resource_068",token,278,"delete,list,delete,download,config_change",fw1.8-52b13f,0,normal,none,
0365ba5279b0,dev_5db0d72f,edge_device,2026-06-17 23:59:24.000000,180.94.112.137,NewYork_US,resource_113,token,328,"exec,upload,read",fw3.0-00192e,0,normal,none,
438e3b292859,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,178.238.108.233,Frankfurt_DE,resource_048,certificate,294,"read,write,config_change",fw2.1-0f40d7,0,normal,none,
b0bda523a52e,svc_c0fa647c,service_account,2026-06-17 23:59:24.000000,129.126.194.130,Mumbai_IN,resource_009,certificate,457,"config_change,config_change,config_change,config_change",svc-node-532e46,0,normal,none,
d38afaa0d1c5,svc_c0fa647c,service_account,2026-06-17 23:59:24.000000,197.45.66.10,Mumbai_IN,"resource_077,resource_009",certificate,192,"write,delete,list,write,delete",svc-node-532e46,0,normal,none,
8019d2f5dd56,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,32.21.70.132,Frankfurt_DE,resource_048,certificate,330,"read,read",fw2.1-0f40d7,0,normal,none,
94c3bfbe2cd9,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,192.63.162.84,Frankfurt_DE,resource_048,certificate,292,"delete,write,exec,upload",fw2.1-0f40d7,0,normal,none,
a7f711da794f,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,143.133.201.96,Frankfurt_DE,resource_048,certificate,362,"config_change,exec,write,upload,list,read",fw2.1-0f40d7,0,normal,none,
4cbfc1b5bb8f,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,141.162.63.152,Frankfurt_DE,resource_048,certificate,475,"delete,delete,config_change",fw2.1-0f40d7,0,normal,none,
74b3bdd091f4,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,49.59.245.186,Frankfurt_DE,resource_048,certificate,206,"upload,list,exec,delete,write,config_change",fw2.1-0f40d7,0,normal,none,
0baa5e3a809c,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,159.71.254.250,Frankfurt_DE,resource_048,certificate,398,"download,read,read,read,upload",fw2.1-0f40d7,0,normal,none,
e3c88aa3936c,svc_c0fa647c,service_account,2026-06-17 23:59:24.000000,67.15.43.105,Mumbai_IN,"resource_077,resource_009",certificate,116,"read,read,write,upload",svc-node-532e46,0,normal,none,
5dfbdb942f1e,dev_09c9cb1b,edge_device,2026-06-17 23:59:24.000000,202.15.112.160,Delhi_IN,"resource_095,resource_021",certificate,129,"download,write",fw1.8-5e0b0e,0,normal,none,
134cb8b60354,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,17.132.110.105,Frankfurt_DE,resource_048,certificate,266,"delete,exec,download,exec",fw2.1-0f40d7,0,normal,none,
fe46e12254bf,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,33.247.200.102,Frankfurt_DE,resource_048,certificate,434,"delete,write",fw2.1-0f40d7,0,normal,none,
409d74b0b025,dev_09c9cb1b,edge_device,2026-06-17 23:59:24.000000,195.180.226.90,Delhi_IN,"resource_095,resource_021",certificate,138,"config_change,read,delete,read",fw1.8-5e0b0e,0,normal,none,
919d139fedb9,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,204.173.118.64,Frankfurt_DE,resource_048,certificate,221,"exec,exec,exec,list",fw2.1-0f40d7,0,normal,none,
371fcdbaf226,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,7.102.149.236,Frankfurt_DE,resource_048,certificate,336,"exec,upload",fw2.1-0f40d7,0,normal,none,
20f9fe9c4222,svc_c0fa647c,service_account,2026-06-17 23:59:24.000000,69.13.101.75,Mumbai_IN,"resource_009,resource_077",certificate,305,"download,list,config_change,upload",svc-node-532e46,0,normal,none,
92a65f91b73c,svc_c0fa647c,service_account,2026-06-17 23:59:24.000000,8.4.118.2,Mumbai_IN,"resource_009,resource_077",certificate,337,"read,config_change",svc-node-532e46,0,normal,none,
6952f6ede59f,dev_09c9cb1b,edge_device,2026-06-17 23:59:24.000000,71.184.48.38,Delhi_IN,resource_095,certificate,236,"read,config_change,upload,download",fw1.8-5e0b0e,0,normal,none,
a2a19707ec78,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,61.109.157.101,Frankfurt_DE,resource_048,certificate,188,"delete,exec",fw2.1-0f40d7,0,normal,none,
5206b0a3120c,svc_c0fa647c,service_account,2026-06-17 23:59:24.000000,53.138.156.119,Mumbai_IN,resource_009,certificate,187,"download,list,upload,exec,write,download",svc-node-532e46,0,normal,none,
8a1c1f1ccf1e,dev_1428c6b5,edge_device,2026-06-17 23:59:24.000000,196.223.217.222,Sydney_AU,resource_068,token,175,"read,config_change",fw1.8-52b13f,0,normal,none,
80f7be0cb081,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,64.168.142.108,Frankfurt_DE,resource_048,certificate,214,"read,delete",fw2.1-0f40d7,0,normal,none,
39bc8bbbccb8,dev_ab5f9888,edge_device,2026-06-17 23:59:24.000000,29.186.159.202,Frankfurt_DE,resource_048,certificate,239,"write,write,read,config_change,delete",fw2.1-0f40d7,0,normal,none,
8117d8f390ca,svc_557cd228,service_account,2026-06-18 00:00:00.000000,41.108.130.176,London_UK,"resource_086,resource_039",certificate,310,"list,config_change,delete,delete",svc-node-413ba0,0,normal,none,
0861674f6ae6,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,115.89.150.53,Frankfurt_DE,resource_034,certificate,296,"list,read,read",fw3.0-adc829,0,normal,none,
fe2c74dcc416,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,182.202.94.176,Bangalore_IN,"resource_036,resource_107",token,280,"write,download,list",fw2.1-973cb5,0,normal,none,
278f5331bb88,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,132.211.68.227,Bangalore_IN,resource_036,token,550,"exec,read,read",fw2.1-973cb5,0,normal,none,
4c55992d8a46,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,173.14.77.12,Bangalore_IN,resource_107,token,236,"exec,download,download,list",fw2.1-973cb5,0,normal,none,
cf8ea8787591,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,52.60.30.135,Frankfurt_DE,"resource_034,resource_065",certificate,196,"config_change,download,exec,write,write",fw3.0-adc829,0,normal,none,
1a1dbbefd147,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,95.130.167.109,Frankfurt_DE,"resource_110,resource_065,resource_034",certificate,133,"config_change,upload,write,list,list,exec",fw3.0-adc829,0,normal,none,
b88d414bbb9d,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,173.58.110.128,Bangalore_IN,resource_036,token,265,"write,delete",fw2.1-973cb5,0,normal,none,
11591a295b94,dev_180f6880,edge_device,2026-06-18 00:00:00.000000,128.45.212.147,Sydney_AU,resource_114,token,144,"download,exec",fw1.8-865418,0,normal,none,
c5b40ae92387,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,13.183.229.214,Frankfurt_DE,"resource_110,resource_065",certificate,218,"delete,download,download,upload,upload",fw3.0-adc829,0,normal,none,
ec97c5f0cc1f,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,65.72.246.204,Bangalore_IN,"resource_107,resource_036",token,132,"list,list,config_change",fw2.1-973cb5,0,normal,none,
0f89878003db,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,151.106.124.112,Bangalore_IN,resource_036,token,607,"exec,config_change,download,write",fw2.1-973cb5,0,normal,none,
c906b4074091,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,47.62.121.234,Bangalore_IN,resource_036,token,189,"upload,list,upload",fw2.1-973cb5,0,normal,none,
eb766c57a105,dev_180f6880,edge_device,2026-06-18 00:00:00.000000,191.33.175.31,Sydney_AU,resource_114,token,223,"read,list,read,exec",fw1.8-865418,0,normal,none,
8043d302b164,dev_180f6880,edge_device,2026-06-18 00:00:00.000000,103.147.116.68,Sydney_AU,resource_114,token,211,"read,read,upload",fw1.8-865418,0,normal,none,
92b7c64d61d4,dev_180f6880,edge_device,2026-06-18 00:00:00.000000,203.185.22.187,Sydney_AU,resource_114,token,234,"write,write,list",fw1.8-865418,0,normal,none,
c19ba2534ea4,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,61.194.228.144,Frankfurt_DE,"resource_034,resource_065",certificate,5,"read,config_change",fw3.0-adc829,0,normal,none,
05258088e2fc,dev_180f6880,edge_device,2026-06-18 00:00:00.000000,34.103.244.221,Sydney_AU,resource_114,token,156,"exec,write,exec,config_change,config_change",fw1.8-865418,0,normal,none,
c06b9ab7720c,dev_180f6880,edge_device,2026-06-18 00:00:00.000000,122.176.12.203,Sydney_AU,resource_114,token,245,"config_change,config_change,read,exec,upload,upload",fw1.8-865418,0,normal,none,
a164ef04ca19,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,214.168.58.134,Bangalore_IN,resource_036,token,203,"write,write,upload",fw2.1-973cb5,0,normal,none,
3abd667511da,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,221.54.11.136,Frankfurt_DE,"resource_110,resource_065,resource_034",certificate,297,"exec,write,upload,read",fw3.0-adc829,0,normal,none,
c89e62535dc1,svc_557cd228,service_account,2026-06-18 00:00:00.000000,158.212.214.237,London_UK,resource_083,certificate,386,"write,upload,upload,exec,upload",svc-node-413ba0,0,normal,none,
e1f6da5d2570,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,210.105.141.111,Bangalore_IN,"resource_107,resource_036",token,201,"exec,download,list,read",fw2.1-973cb5,0,normal,none,
fe89f4c8f20b,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,180.237.225.238,Bangalore_IN,resource_036,token,444,"write,download",fw2.1-973cb5,0,normal,none,
feaf71af9de2,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,124.91.149.109,Bangalore_IN,"resource_107,resource_036",token,205,"read,upload,read",fw2.1-973cb5,0,normal,none,
e46c6a616f56,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,136.162.247.27,Bangalore_IN,"resource_036,resource_107",token,189,"config_change,list",fw2.1-973cb5,0,normal,none,
39fdeaa1a553,dev_52556f96,edge_device,2026-06-18 00:00:00.000000,45.251.10.218,Bangalore_IN,"resource_036,resource_107",token,264,"list,config_change",fw2.1-973cb5,0,normal,none,
c7327b754bc3,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,213.104.79.211,Frankfurt_DE,"resource_110,resource_065",certificate,279,"upload,write,read,read,delete,exec",fw3.0-adc829,0,normal,none,
a7eb9f0ad4a7,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,205.29.19.65,Frankfurt_DE,resource_065,certificate,378,"write,exec,exec,write",fw3.0-adc829,0,normal,none,
ae5dc16d0562,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,11.12.225.161,Frankfurt_DE,"resource_110,resource_034,resource_065",certificate,206,"list,config_change",fw3.0-adc829,0,normal,none,
91729c303398,dev_a5ce7ffe,edge_device,2026-06-18 00:00:00.000000,22.61.186.158,Frankfurt_DE,resource_034,certificate,11,"exec,list,config_change",fw3.0-adc829,0,normal,none,
