session_id,seq_risk_score,has_sequence_score
5083956a9971,2.3160938e-07,1
7407751014ed,3.802197e-07,1
347b523d39a0,5.6437847e-07,1
1d6de7fb1213,7.393359e-07,1
c6d3c1a9ec41,9.1827184e-07,1
e5bcc4f731bb,8.0439344e-07,1
a17a8e9312f7,6.149393e-07,1
167712e5ca44,3.7082546e-07,1
ed2efdd591d0,3.1645482e-07,1
2adbfb4a3bd6,3.116788e-07,1
8c5325526427,3.2143146e-07,1
128e9ede3732,4.3728247e-07,1
07c4b3572744,7.042948e-07,1
7fabce6eaa2f,4.424939e-07,1
217309c7c44b,7.4702604e-07,1
6fc464646b80,5.297685e-07,1
7e422a9f3073,2.1598221e-07,1
74c5329e9fcb,2.3080527e-07,1
e257908eb5f6,3.617644e-07,1
3c258eccfedc,3.7893759e-07,1
c3d3f9654e3f,2.667505e-07,1
558600943484,2.5015447e-07,1
18451d2c02d4,1.671569e-07,1
df9c8b1ecbc8,4.2194455e-07,1
5a48ad6db05f,3.1367756e-07,1
3e4fc1962998,3.2729528e-07,1
df89d0b1999c,2.542544e-07,1
7d653d66f133,1.9440708e-07,1
cbe5d34720a7,3.504732e-07,1
e6bc7bb29f5a,3.2062226e-07,1
19219309e10b,3.1424807e-07,1
beee118e6811,2.879911e-07,1
4525e56beabb,2.5635907e-07,1
aa72216d9354,1.317026e-07,1
6f7453ba5f53,1.297886e-07,1
c1e14af67a23,2.6033953e-07,1
bfd06fd17cc7,1.8250034e-07,1
a9972f681384,2.547729e-07,1
46d08d703596,2.2538815e-07,1
4fab2ad99155,2.1409035e-07,1
ec3cb6354a5b,1.4596255e-07,1
ce121d5bf459,6.467508e-07,1
ba2c9054c4eb,8.106774e-07,1
b76cd999f61d,7.0613316e-07,1
343e2415b764,7.0961784e-07,1
be95542b372a,4.046304e-07,1
644e4b016a29,6.7688137e-07,1
2df1c86f6b43,6.190641e-07,1
5bcdb60e284c,3.7944488e-07,1
b2c613a7c7b7,3.1394586e-07,1
6cc72fc74f51,4.0863586e-07,1
66bca9f59ef5,3.749308e-07,1
57a9bb551381,2.0147301e-07,1
f24440bbda21,2.030204e-07,1
52d76f6acb9e,3.3736902e-07,1
9dbeb32bcd16,4.960126e-07,1
616276179192,2.5894317e-07,1
bdbe20c1667e,4.483251e-07,1
88954adf4ff0,2.6472495e-07,1
befa9e8e287d,2.8293022e-07,1
06f1bc74c69e,3.7738167e-07,1
c5b3eefc94b0,4.2601238e-07,1
9c25ec3ea1bd,4.887195e-07,1
866551d9d4f0,4.1313794e-07,1
bd418dd7ff07,3.6450962e-07,1
2d5a041dc4ed,9.4795007e-07,1
6c88de795732,1.4292344e-06,1
05a82ccdd624,1.074647e-06,1
a5878564f26f,1.0002985e-06,1
b031e75c1f94,9.2214214e-07,1
bf49d7188b67,3.7546624e-07,1
fb9272ff578b,3.311833e-07,1
5cc12c7f361b,4.2998738e-07,1
c804ac64f35f,1.8359076e-07,1
5eca4deaae6a,2.9639298e-07,1
96c2a3203cc2,3.5759655e-07,1
d3eac6a63f59,2.1741852e-07,1
6fcae2b83284,2.772831e-07,1
26c8d5808f69,7.1062004e-08,1
25067992a7ab,4.6905182e-08,1
c6d2f1e50f1d,3.3276115e-07,1
f17b0ea60127,4.0516312e-07,1
431bc3d555f4,4.8972646e-07,1
e45a6931e30b,5.3398895e-07,1
74a79d9b01ba,1.5153299e-07,1
1b6cc12947e2,2.880271e-07,1
a42c1c5ffec6,5.7747985e-07,1
0a6703dc20cd,7.675762e-07,1
d594d47d0731,9.47288e-07,1
d71424b28bab,5.932007e-07,1
7eac44a35a0f,5.4263563e-07,1
117d313df0a3,6.298306e-07,1
f56c999c0428,3.198217e-07,1
a9e35ce8e77f,2.2591296e-07,1
43dbfc29776f,2.7379258e-07,1
15aee8aad95f,2.3040286e-07,1
8d3fa5e4024e,2.469437e-07,1
be29b6b604f1,3.1574362e-07,1
b888e4152fb8,2.6506152e-07,1
91074963f14f,3.4908516e-07,1
549dfe4bdf70,1.5116811e-07,1
97faff5c36d8,3.247843e-07,1
6ac2cf4421a8,3.72517e-07,1
973a3e787506,3.6066626e-07,1
97f18b869da8,3.5892992e-07,1
11d47cc363c7,4.3079686e-07,1
9e16f36e8517,3.6676008e-07,1
eb0f8daa661a,1.7811126e-07,1
9ba0be4ffed9,3.4755163e-07,1
c6f08dc0c9ed,5.461225e-08,1
b4ac0038484a,2.2685478e-07,1
7c8466612b4a,2.1568054e-07,1
b6efeff5fd61,2.2090414e-07,1
e56f64f92f35,3.3463604e-07,1
232f6fef1dcb,1.2807214e-07,1
94053659d471,1.6607494e-07,1
5afe60ba548e,1.817406e-07,1
754078dc7c0b,1.6154522e-07,1
4359ec43f051,1.4204646e-07,1
258e58f105cb,1.5745097e-07,1
5feb5c0bd994,8.267602e-08,1
6ab8d242286d,5.493578e-08,1
f8e134238752,9.593497e-07,1
520db94595a1,1.0285814e-06,1
eaf6eff3fd9f,1.1170021e-06,1
cf24affd82ac,1.1399331e-06,1
b42c80035fba,9.30656e-07,1
f90ee436886c,4.183392e-07,1
5dbae234087d,8.95194e-07,1
99daa0390694,9.670396e-07,1
ff1cdc0a5d62,9.77094e-07,1
e7ba2c01e07e,9.136875e-07,1
5f718fba0b81,7.8635634e-07,1
42f520b32b39,3.5732134e-07,1
5038e03cbd20,3.1221464e-07,1
8d8f3ada7e91,2.9085624e-07,1
4f9dabf58aa7,1.275924e-07,1
083a280317fe,5.6196487e-08,1
9ca7c76b8e93,3.3300964e-07,1
ae5d24c26483,5.01488e-07,1
c16b367978e5,4.3353546e-07,1
4f5039820e32,4.141061e-07,1
345a10fc73c4,3.5333366e-07,1
fadc6f05f66a,3.820122e-07,1
87f9f660f24c,3.3958008e-07,1
95466d30c020,5.18475e-07,1
bdfe4a00cca8,5.69145e-07,1
98c57b8a324f,3.4304895e-07,1
f5b7db194447,3.1559782e-07,1
ef0eaa66e3f5,2.99807e-07,1
b9bf0ed6f7cb,3.3113523e-07,1
8d37da7fd061,5.100126e-07,1
bdb5f02d7d09,5.3605015e-07,1
c5d0f475f078,8.9158635e-07,1
646fa41aba05,7.1310507e-07,1
fd0b776fc3cd,0.0013533223,1
c09fde70dea2,0.0013537575,1
1ce9cb6c8a8d,0.0013536947,1
371d805cee45,0.0013530153,1
96aa2d451463,0.0013464642,1
9cb49789f4a9,4.4413102e-07,1
35788b348068,5.3704025e-07,1
65dc56477db9,6.767349e-07,1
1cf194a7c378,7.6155465e-07,1
d65c7769b0a9,3.7341954e-07,1
129520284939,4.415983e-07,1
24e331fd0d83,1.7130682e-07,1
78bd2bfde031,1.4750705e-07,1
2e1ef5b74e55,1.2464089e-07,1
6f32d2e32b23,2.7896778e-07,1
64c99ad2a402,3.25199e-07,1
911b348c2531,1.6934364e-07,1
14546dbabe82,2.1603032e-07,1
708aca443460,2.1580288e-07,1
cd56f2631cb8,2.6532706e-07,1
547c7f567750,2.5700095e-07,1
a03d058d2dd4,2.3353336e-07,1
6663a67c5b1e,5.2256047e-07,1
44295e23ce74,1.4235404e-07,1
66663e93f428,1.1285092e-07,1
1747932a31d6,2.0152382e-07,1
bc098b0cf926,2.6001166e-07,1
8dce03c0954e,1.5000613e-07,1
bd62ddfbc6a2,2.74776e-07,1
a112218c84ee,1.205403e-07,1
ae403d35eefa,6.09864e-08,1
60818f89aaf8,1.4428375e-07,1
b752962ada1f,2.4279763e-07,1
86b9d4e329ba,2.2646702e-07,1
e71a994fa0ce,2.2742621e-07,1
2762ce0c271b,2.0419918e-07,1
35c70349b6b7,1.16315796e-07,1
d65d216151ce,1.9874341e-07,1
2795b3c42983,1.7226556e-07,1
912a570e971c,1.4572463e-07,1
fa231593e5b5,9.43528e-07,1
03236531b012,1.0322268e-06,1
6b897ed581f8,1.0071751e-06,1
7534dbb2d3d1,8.1953493e-07,1
3d0d77e7d0d7,7.859123e-07,1
403629062e3f,3.9310734e-07,1
35bc0db7e30f,6.7271674e-07,1
b4ab321ac93e,5.031628e-07,1
c5b18ceee095,4.632602e-07,1
adfa7fa7b8f6,2.9367743e-07,1
3ce3af430593,1.0739139e-07,1
78d2f54c3635,1.4964975e-07,1
af0c79cccfa0,1.8897005e-07,1
2813b0f48ba2,4.0348388e-07,1
8ad2d3b32376,3.1663885e-07,1
4153724e3a46,6.24885e-07,1
413d969a9cde,5.5242845e-07,1
5d1c6e9a51a5,3.7720494e-07,1
bbf9e197aa36,8.003736e-07,1
f5c2e82e4c79,5.1701227e-07,1
90485baca616,9.964402e-07,1
11c8f09b16fe,8.8772117e-07,1
9aadce66ba40,2.728949e-07,1
c04a027bb216,3.7339998e-07,1
c1465c0f6b16,2.4253188e-07,1
c5387a8071b4,2.1332427e-07,1
78db1607560b,8.980919e-07,1
6be9a193e9db,1.3098951e-06,1
c18d6c9eb5e1,1.0589883e-06,1
5944e0aa209f,1.1025598e-06,1
9d76c88e8f91,7.88432e-07,1
f6d68a00a778,7.3860014e-07,1
8efcb52fae63,7.4894933e-07,1
1960d1ddd497,8.545561e-07,1
4a1fd5158fa4,2.9054445e-07,1
131bba505c4f,3.7521824e-07,1
8ebc9f7a7ba3,5.5242873e-07,1
92aeb0741bc3,5.8970716e-07,1
3abcc57bea7f,6.247588e-07,1
268f20792b8a,2.8880268e-07,1
b27ea32c029c,5.289961e-07,1
a2180e905a9e,5.6718903e-07,1
04b49f71f5de,4.91997e-07,1
15ec0548272f,5.093331e-07,1
dc412750e894,4.5171083e-07,1
8d591244335e,3.531901e-07,1
bb3ec3ea0f86,1.7275819e-07,1
d98e0d7dbbfe,2.0879195e-07,1
a8880c521813,1.9347105e-07,1
2f22ecc32f87,2.1888228e-07,1
6f15991e3b75,2.5758808e-07,1
45546f63204a,2.8598225e-07,1
38e4e7d16311,3.1279378e-05,1
50b76ad9a9c0,3.0116964e-05,1
819f2f19f805,3.13671e-05,1
60b0b597af77,3.1205192e-05,1
142a0dcc0911,3.047978e-05,1
f69be86ada09,2.5321451e-06,1
42727ac5b1d6,2.2097627e-06,1
ff54b2d2ca4c,7.0720404e-07,1
675631891c44,4.2914004e-07,1
111e90accbd4,5.669086e-07,1
051fd11934d7,4.4895668e-07,1
fb344065879f,4.6214123e-07,1
223711ce730e,3.0884888e-07,1
7144e0abf162,3.1602215e-07,1
1e13f6d6d122,2.9234295e-07,1
0841b539303e,1.5331267e-07,1
27be62dd1da7,3.3999953e-07,1
962f937b87bf,3.5752322e-07,1
f6a19bcbe4cb,5.3413095e-07,1
6af68fc50876,9.747047e-07,1
d588ee5c6ac6,1.2740627e-06,1
a1e63c240da3,1.2908663e-06,1
1225e533a471,1.0488158e-06,1
b7c986350c62,8.125366e-07,1
b115705d35f4,4.1167098e-07,1
2a0331df76d8,1.7005773e-07,1
4358f8b9ea31,2.6277985e-07,1
a8602eef58a6,2.390426e-07,1
38cdada6201d,3.0327087e-07,1
bf8f3551272c,3.6415514e-07,1
90f608d001e6,2.70937e-07,1
b58bf2c87cae,2.2063419e-07,1
7a44135d30e9,2.5527837e-07,1
ab639a24a88f,4.2009984e-07,1
b948e55dc9a0,4.1017236e-07,1
4e73015d906a,5.6846636e-07,1
f8f8a0b24f0d,9.552788e-07,1
755c8613eba0,7.5138615e-07,1
e9516320b974,6.6031185e-07,1
9d46a2cbd312,7.255481e-07,1
eddabb745469,6.7315347e-07,1
af2ba623aaf1,4.544785e-07,1
9252693690f6,4.3354314e-07,1
3f23a5690ac4,4.8099776e-07,1
5b6936822e38,4.0255955e-07,1
95965c8a86f4,3.3222187e-07,1
cf567f3b3092,4.1013396e-07,1
a7e9aaa5da8a,4.8795215e-07,1
1c3474013e3a,1.6752414e-07,1
ab8158962cd8,2.5510937e-07,1
6d6e99a7066d,1.3430429e-07,1
ad21dac9c3b6,2.0855186e-09,1
2b4686987179,3.905973e-07,1
cd8741d20ce2,3.4892093e-07,1
589856a18045,3.5667298e-07,1
1baff4c98d79,3.5120766e-07,1
b47b685a31c8,1.5338415e-07,1
409228877b7d,6.330277e-08,1
bfdaab3524e9,1.16518976e-07,1
9d6496c273b3,2.339546e-07,1
b765706dc0cb,2.03367e-07,1
decc7c0c4e23,3.2814435e-07,1
7945d5b2fbbd,2.4564486e-07,1
82f7da2573ba,2.3389987e-07,1
e3ddd32c0bc2,4.2005738e-07,1
dbe69994d45b,3.9671787e-07,1
f393c6e9f513,3.0399178e-07,1
573dc96a4446,2.6328766e-07,1
c188256914b7,1.7239736e-07,1
3bf54e9f6f10,1.9252221e-07,1
9761f41b666e,2.8103156e-07,1
94dab4155470,4.8870547e-08,1
b426f5931225,8.657433e-08,1
ac8eeca1ac27,1.291609e-07,1
b2d4e6546d02,2.0753977e-07,1
845a9742d8b4,2.9484949e-07,1
1f367056573e,6.54112e-07,1
6b88ef40691f,9.2523806e-07,1
87c735245441,5.870424e-07,1
9638bed09060,4.935686e-07,1
836cdc954cb1,4.720928e-07,1
383629f0a879,1.3378919e-07,1
fa50da868459,4.552374e-07,1
c6f39b4e2794,4.5515583e-07,1
f83988fdaf83,5.240834e-07,1
5ddd2ad35b5b,1.0996304e-06,1
5219e05a8edd,7.275372e-07,1
f5cb9cd94bb7,9.773188e-07,1
e7d5095bb9c8,9.630556e-07,1
587678715f74,2.9855764e-07,1
ac118b01b101,1.3453719e-07,1
33b10ea3ff4e,4.500223e-08,1
51cd5fe615dd,4.7833865e-08,1
6f05a2c5b898,3.603427e-08,1
f7dbb2619645,4.520121e-08,1
f0499e31ea7b,1.0851018e-07,1
677554ecadd9,1.1591262e-07,1
70fcc4b22e34,1.6314638e-07,1
5c83326a2f68,2.3514808e-07,1
b97301bcc4d8,3.665453e-07,1
8694103a21cd,5.070801e-07,1
24f9a9581eb5,5.1412405e-07,1
666c76424890,6.6582834e-07,1
6672fc164ba0,3.5893933e-07,1
7b4a9df3ef94,3.672885e-07,1
d03ebac2bd7c,1.550084e-07,1
1da851c4dfab,3.7521634e-06,1
7637d7d381d5,9.145624e-06,1
99f42dce26e8,8.55652e-06,1
942735ead104,8.039111e-06,1
231d2ed0faf5,7.1678014e-06,1
0adcd6eef59b,4.4944304e-06,1
19bf4a7799db,5.155113e-07,1
aa5a2ae58813,2.8505136e-07,1
4a4461cbbe98,2.5463956e-07,1
b6b7d44c6d71,2.0382001e-07,1
1a95cf341ffc,4.6729468e-07,1
d382fb5c1528,3.983474e-07,1
30ec488481ec,4.0708153e-07,1
55e00473f726,2.7220236e-07,1
afece6003149,5.121186e-08,1
2b73ae7fa876,1.0824042e-07,1
1a7a781d4d6a,1.5628804e-07,1
f89b58fc3315,1.7427907e-06,1
50b35523a025,1.6412139e-06,1
7800605e0d29,1.6622681e-06,1
68f6bebafb66,1.3374631e-06,1
7cf1cec6487f,1.4314069e-06,1
9d3caac83247,8.2914545e-07,1
33c658b3aca1,4.3236787e-07,1
2d95fd2ecca2,6.3426677e-07,1
40799a4aaa70,6.137036e-07,1
46a3647e6087,4.1563018e-07,1
8c309366cb4f,4.360756e-07,1
da8060dfb133,4.4958108e-07,1
622150ad4c82,4.4113392e-07,1
4d6a31c92b5d,4.8593324e-07,1
44f97379ab83,3.6956504e-07,1
01fbb454d439,2.6798367e-07,1
ded24c1063e6,3.4272693e-07,1
3508aae1bb7e,1.6663655e-07,1
5bbea1d0ca3e,1.08174895e-07,1
120c9da26e82,1.05370205e-07,1
ab10e0e1ce32,3.7626162e-07,1
16475fb92150,3.6920247e-07,1
31719c9d9f92,3.7270794e-07,1
44edcca79d80,3.74762e-07,1
fa54d51155ef,2.0941343e-07,1
523ff301d534,9.679317e-08,1
3517d4524a50,3.8593903e-06,1
283c45bf8c45,9.1159114e-07,1
c956b4eacaf4,6.726842e-07,1
2aa9ced800b5,2.4046065e-07,1
873c59a62657,5.086313e-08,1
45ea181596d2,6.66352e-08,1
462a66cb961f,1.9029743e-07,1
b10f9c3352a5,4.4893454e-07,1
efc3d2312860,8.938081e-07,1
d7ecb203eecd,2.6350276e-06,1
4c5e6fa1e272,5.1049483e-06,1
b71e3b674ed3,4.5699057e-06,1
99196bc739c0,2.500131e-06,1
fc059b72b936,9.218536e-07,1
fa86b1815f17,1.2005227e-06,1
c4f77707946a,9.596257e-07,1
9ab08c912d5a,1.0574205e-06,1
c2b47fd8af9c,1.0636102e-06,1
8dd414bfbf3c,3.2845023e-06,1
76ad71ea2753,3.4671357e-06,1
8fd46a9d9abe,3.0433728e-06,1
7359d7d7821d,1.9317881e-06,1
3f711c3114bd,2.8798792e-07,1
543f380d85f4,3.172418e-07,1
361cece6316e,3.2046808e-07,1
4a5cc00a0b94,3.634045e-07,1
003ee9dfa42a,3.4947294e-07,1
44c351d9040c,3.0963025e-07,1
a82c1e4d9843,1.7645156e-07,1
6cb904bd9f7b,1.9561965e-07,1
0219ea9cbb5b,3.3132156e-07,1
ce228f5a616d,4.94085e-07,1
d22bb0128285,4.925168e-07,1
20f89d37713b,9.854251e-07,1
e9d431afb1b2,1.1636781e-06,1
adfb5ba36045,2.8912089e-06,1
ed43908c75e8,3.2361652e-06,1
a2c2079d9ed1,3.1277364e-06,1
37a4b703428b,4.120409e-06,1
3521ecf95ed5,4.225348e-06,1
74fe6236b80d,4.0108458e-07,1
2b1f1020aad3,3.705902e-07,1
ec6b72fd1a4c,3.0410658e-07,1
e2f672a46b41,4.593942e-07,1
b98e9e35405f,4.0256373e-07,1
eb17728586b9,3.9704e-07,1
c2987401dd05,5.8502513e-07,1
fa1df962fc8b,6.488679e-07,1
2f073f6f7ad6,7.3748004e-07,1
ca07370856f8,6.651283e-07,1
a0f6e014d9d7,4.1302047e-07,1
f03b794d2804,3.8327985e-07,1
e042eacf8263,6.137852e-07,1
fed307ff79de,8.586526e-07,1
9f88bcc8cd6d,1.5315488e-06,1
e92eaad17046,1.4059643e-06,1
7fce9c3da421,1.9457327e-06,1
b851f3e33090,1.5713106e-06,1
c81417337250,8.7422414e-08,1
dc835275d49e,1.242936e-07,1
905307723cb2,1.069744e-07,1
edfd003145e0,5.340144e-07,1
8c73d7380ea3,4.6873149e-07,1
df1d021b471e,4.0557595e-07,1
bc148c844a46,4.2532753e-07,1
5f60c43c60f0,2.7655864e-07,1
efa4b6141698,1.40314e-07,1
a8613c46eaef,2.2227978e-07,1
b31e341c9674,2.3708014e-07,1
393ed1a0fda6,3.9016055e-07,1
d733ab5da93b,3.8677453e-07,1
f5947f611e4f,5.172597e-07,1
7d8abe93373b,8.122333e-07,1
771e4adc05c1,5.08015e-07,1
46b3e134af31,8.9445075e-07,1
aff95aa273bf,9.0256395e-07,1
30591b481019,9.840923e-07,1
293e33e32e82,1.1641815e-06,1
e190dd200dbf,2.790755e-07,1
7d4a93e800f0,2.342373e-07,1
b57bba64d676,2.3479073e-07,1
4aa5ce4e32f2,2.2212726e-07,1
4653630bfab8,6.6212586e-08,1
e8e2cea8b834,1.2037653e-07,1
ba152296b56b,2.9398424e-07,1
00320168435e,2.8713075e-07,1
92c9edad1b3a,4.8174917e-07,1
e2a1732e4452,4.4450977e-07,1
70e154b98e64,2.9646606e-07,1
2a65eb5f9c38,2.7531192e-07,1
1b0e4ec8136a,3.0076703e-07,1
6b7e5304c86f,6.529823e-07,1
bd1b75ce126c,1.0208248e-06,1
e9a5263d2e4c,7.808283e-07,1
d174589474d0,6.817579e-07,1
e7d568a15179,8.6813674e-07,1
18ea3627d1e8,5.004957e-07,1
02d6358ff459,2.5435125e-07,1
a509d77e23c8,1.16957835e-07,1
bfcf29c9d9ff,1.6522353e-07,1
f3de567496a4,1.810342e-07,1
9df18e1d524e,3.3665907e-07,1
c92f47f43563,6.306051e-07,1
11c4b756ca60,1.0025439e-06,1
15569b894fdf,1.070135e-06,1
4a3757167756,8.7213107e-07,1
8ddbe1099318,1.0499067e-06,1
684f0d7f3f14,4.9853776e-07,1
ee388c9bcc6e,3.9637436e-07,1
7412e64415ee,4.2365988e-07,1
1100e0f30a94,1.561803e-07,1
e1f836b6335a,2.672108e-07,1
9cbf31b4c995,3.0437127e-07,1
a148efe43e79,4.6703192e-07,1
66dc6f9fe2a6,4.114912e-07,1
65f1f3de7949,3.8445282e-07,1
68f9de840265,3.2641017e-07,1
1adf0deb1540,2.3520975e-07,1
407a1099e069,4.6833185e-07,1
12d4b338987a,6.8073973e-07,1
74e8bd3b7a30,8.526442e-07,1
98c442bc1298,1.2652426e-06,1
476c2da63a7e,1.4069409e-06,1
b6f895c2fa52,1.896784e-07,1
977016cda9bf,5.663615e-07,1
9e3719666d55,3.2482987e-07,1
9f64f390c35f,2.407543e-07,1
a7bb007e1a28,1.6272152e-07,1
08759a847457,2.2508691e-07,1
e629a7223e63,1.4653963e-07,1
80995b44db02,2.2143783e-07,1
628164bb7cdc,4.027359e-07,1
bc9e1912aa68,4.5426407e-07,1
2cebc2eb0275,5.674813e-07,1
3a1d3c539e6f,5.229172e-07,1
9aff1921aa99,5.0018224e-07,1
33cfe964d295,8.556525e-07,1
5e9528519865,9.185347e-07,1
332dabf7b3e4,1.3606684e-06,1
2239aa82daf5,1.0220672e-06,1
315392af18ca,8.9733095e-07,1
57bf3fc14431,1.0217796e-06,1
6f59d78acd91,1.0409067e-06,1
d01a55181c95,2.9716998e-07,1
9b6e8fa0262e,1.9954487e-07,1
a7632f7abd22,6.200424e-08,1
528c653a0fc7,2.3465273e-07,1
eddf2cb14b40,3.8958504e-07,1
4902db804296,4.2360924e-07,1
6537e7eec328,5.3065406e-07,1
ccf032fb81c2,3.0099e-07,1
43d51081e645,1.8422024e-07,1
3986d907f40b,3.459288e-07,1
7df0d32d4c64,3.927234e-07,1
867ff855cf94,4.7255008e-07,1
f082724a8a24,3.7950423e-07,1
3decdfb03a5a,4.0288995e-07,1
66453751ee52,4.4987797e-07,1
d8740bcfe4aa,3.5027549e-07,1
2bfb2cf92256,3.6813464e-07,1
771797f9d94c,3.5329492e-07,1
e5431fff179a,2.8745453e-07,1
08014f8dcfcc,3.7644594e-07,1
8bb1aeb2eea1,5.004954e-07,1
04590455793f,6.1764365e-07,1
f3c7e4adcfff,5.5670995e-07,1
f29679a272c5,9.852176e-07,1
19fb0928a17c,8.3047644e-07,1
bcd4ad61ddfc,3.7042054e-07,1
10921df3f518,3.4171543e-07,1
ee899ea4c893,4.6069871e-07,1
c9b99d5b50c3,2.972653e-07,1
7d416d4b6b91,5.4697455e-07,1
5344bab011ca,4.7982445e-07,1
e6e67854c296,4.4026908e-07,1
eb75e5d30d8f,4.2605953e-07,1
5317a0d5d90a,3.6478417e-07,1
535af2272426,3.360693e-07,1
5eda5d886d0e,2.3300173e-07,1
c0c1b1cf4448,4.415826e-07,1
09ed9bd4857e,9.315778e-07,1
8154ed9f9752,8.311576e-07,1
53d20437f893,7.5234635e-07,1
dd950584335d,9.760299e-07,1
28e6285bb67e,1.0474853e-06,1
ca8a4b158c86,8.2459474e-07,1
d565efa7ac89,8.033603e-07,1
81e4c2d54dfe,3.249659e-07,1
13034b865f50,2.7883124e-07,1
41c40b07d1f9,4.8723996e-07,1
3b1ee5af046b,6.948341e-07,1
7f84335de65b,7.0548384e-07,1
2b285ad7a6e8,7.0936e-07,1
b1a234a3b797,6.369812e-07,1
925528748d5b,3.7500408e-07,1
1a3343d6d5ba,5.071346e-08,1
571f93c441cd,1.8055054e-07,1
dceb45200244,4.5428212e-07,1
24dfc4be91d5,5.966726e-07,1
ba2b1520d35d,8.945122e-07,1
f86a4045fd3a,7.880974e-07,1
aafd9f6fee97,2.9304627e-07,1
9d090d3e2954,4.2984306e-07,1
0c7eb1cca28e,2.1851014e-07,1
3dab07cec17a,2.519277e-07,1
01cb4b6bc58c,3.3770354e-07,1
77dc7e9f8e03,1.8807772e-07,1
76a1d3d21569,1.1983927e-07,1
6c4bb6f1d6f3,1.3789729e-07,1
468b941e4ad4,3.8814184e-07,1
38dac4da9424,2.3897496e-07,1
fa600c78c6e5,2.7774968e-07,1
d1d6223ef0d9,3.6338537e-07,1
ed8416ca24f2,1.9882145e-07,1
e15f905fff6b,6.9803576e-07,1
c90f302be018,5.4937243e-07,1
6f8ea0534322,7.481981e-07,1
3e21fb95e916,6.173604e-07,1
318fc070a028,4.012852e-07,1
e983430ae5e4,6.317245e-07,1
40a01ac95efe,3.6186296e-07,1
44e26ddb51cb,3.8286518e-07,1
ead2163090f8,5.725694e-07,1
6bf5386eb02f,6.361245e-07,1
983df3a5b645,5.024155e-07,1
f9dae100fb46,3.224088e-07,1
4d35ff69f246,4.4344918e-07,1
690ad80b1c65,8.960631e-07,1
7594eb82ece7,8.548848e-07,1
13fa1c7cca1a,9.624558e-07,1
f88bba486fcc,7.9583776e-07,1
b58a5cd1524d,4.712471e-07,1
b540a0750ca6,2.9449262e-07,1
5c3fd557bc24,4.0968123e-07,1
c1cd0b3f03ee,5.100869e-07,1
48ca4e3b7b9a,3.331647e-07,1
554493d20dd0,8.509069e-07,1
9064e17b5445,8.1736874e-07,1
66fd95b54899,1.6066141e-06,1
ad50013671a1,1.3115614e-06,1
26ec30628606,1.5581426e-06,1
6a18c66ec40f,1.5795206e-06,1
1316161949c5,1.6561611e-06,1
a8c8bb626c72,1.8377732e-06,1
33158e714ce4,2.0954471e-06,1
7baa9c9cc6ff,1.9618415e-07,1
8c5cca150cdb,7.8594263e-07,1
0e68c96ad768,3.2071782e-07,1
aebf75e408c4,4.6820387e-07,1
9b31c4e338ff,3.7495826e-07,1
7beb5684ef4c,2.7682157e-07,1
c042c037649b,1.2399173e-07,1
e9ec637be55f,1.4764063e-07,1
439529efd0c8,3.3864438e-07,1
b6b5420602f7,2.0017731e-07,1
ec282c16a128,5.798175e-07,1
fcdd097b74f9,4.5552585e-07,1
9177e210ac03,3.5803922e-07,1
f65d85178d1b,2.9784115e-07,1
97e770f0757a,3.6177536e-07,1
844fe01a8361,4.0837878e-07,1
e4270d111e87,4.930098e-07,1
3ac06e230dca,5.7608963e-07,1
647f888d5f9b,3.9970905e-07,1
c4de08e3a52c,4.9628187e-07,1
a94d7ee81903,4.592427e-07,1
96edb4f2898e,5.900974e-07,1
7f9b109d6cac,6.2864115e-07,1
c98eda9f0d71,5.0190636e-07,1
daa0e825555c,6.6892153e-07,1
ec31a3e7c954,6.6401304e-07,1
eea661ea80b9,6.159667e-07,1
906a60edfbfb,8.992309e-07,1
d2c77a1052a1,1.0729108e-06,1
57fd15954ae5,7.1208234e-07,1
f5042a1d6444,7.469511e-07,1
b33509b7e688,2.750988e-07,1
cb53e6ba87fc,3.200678e-07,1
d194dcb4fc93,3.200134e-07,1
d855daf9cd35,5.6729032e-08,1
ce6f0dea2a9e,0.0,1
117c55fcbbb1,1.0553731e-07,1
1c09b9c6d94d,1.801647e-07,1
4b4bd145cb35,3.3562816e-07,1
78b1c2d2e631,3.696621e-07,1
53dafc04c6a4,3.407062e-07,1
217c3b98b44f,2.5948682e-07,1
97b7f4e40c8f,2.1364937e-07,1
e601a44a3111,1.4262399e-07,1
efb1a145208a,1.6746965e-07,1
feb0a0187c8c,2.8732114e-07,1
094d7f825e75,2.2680888e-07,1
6a1fcce8c6ef,3.6278786e-07,1
af3afc49de1d,5.2023466e-07,1
bc3183061b86,4.001824e-07,1
532f4369689e,5.6701117e-07,1
da3114364ac9,5.98797e-07,1
0b9803b9a9fa,7.525625e-07,1
0e92b3b7b2ed,4.30591e-07,1
9db319de4ae5,4.5089143e-07,1
f007330a23b2,3.543647e-07,1
d5bc98cd2c0e,5.116224e-07,1
8b02d05ec40b,2.9247835e-07,1
e9982f1bca19,7.910166e-07,1
9f5f8c9a7be2,6.027911e-07,1
5ab66d1a4308,5.3613553e-07,1
9a096c071df6,5.5281527e-07,1
8626298cee92,6.142523e-07,1
58cf4624ef84,4.000791e-07,1
7d807ee08d17,1.0440586e-06,1
1255e321705c,9.2874177e-07,1
36f9a29b4cad,7.410208e-07,1
